codigo_ibge,anomes_s,pab_qtd_fam_benef_i,pab_valor_pago_d,pab_valor_medio_d,pab_extraordinario_qtd_fam_i,pab_extraordinario_valor_pago_d,pab_extraordinario_valor_medio_d
410350,202209,794,481907.0,606.94,,,
410360,202209,1569,952274.0,606.93,,,
410370,202209,4934,2986979.0,605.39,,,
410380,202209,627,378884.0,604.28,,,
410390,202209,1195,720795.0,603.18,,,
410395,202209,415,251535.0,606.11,,,
410400,202209,4031,2449953.0,607.78,,,
410405,202209,418,251648.0,602.03,,,
410410,202209,1133,690406.0,609.36,,,
410420,202209,5616,3397827.0,605.03,,,
410425,202209,1483,899417.0,606.48,,,
410430,202209,5047,3054028.0,605.12,,,
410440,202209,1498,904964.0,604.11,,,
410442,202209,1223,735766.0,601.61,,,
410445,202209,677,407297.0,601.62,,,
410450,202209,609,366287.0,601.46,,,
410460,202209,1160,700331.0,603.73,,,
410465,202209,1289,780701.0,605.66,,,
410470,202209,749,449847.0,600.6,,,
410480,202209,10571,6390772.0,604.56,,,
410490,202209,5570,3380569.0,606.92,,,
410500,202209,556,334769.0,602.1,,,
410510,202209,596,358047.0,600.75,,,
410520,202209,1928,1162726.0,603.07,,,
410530,202209,257,155923.0,606.7,,,
410540,202209,1223,742662.0,607.25,,,
410550,202209,2420,1460611.0,603.56,,,
410560,202209,576,346918.0,602.29,,,
410570,202209,942,565439.0,600.25,,,
410580,202209,14585,8846587.0,606.55,,,
410590,202209,644,389693.0,605.11,,,
410600,202209,798,480252.0,601.82,,,
410610,202209,322,196913.0,611.53,,,
410620,202209,1070,644130.0,601.99,,,
410630,202209,831,500131.0,601.84,,,
410640,202209,1282,770328.0,600.88,,,
410645,202209,888,538646.0,606.58,,,
410650,202209,1058,640480.0,605.37,,,
410655,202209,354,213416.0,602.87,,,
410657,202209,196,119100.0,607.65,,,
410660,202209,1220,736411.0,603.62,,,
410670,202209,337,203250.0,603.12,,,
410680,202209,808,485722.0,601.14,,,
410685,202209,250,150366.0,601.46,,,
410690,202209,57135,3.4512342E7,604.05,,,
410700,202209,1225,737149.0,601.75,,,
410710,202209,347,207628.0,598.35,,,
410712,202209,379,229129.0,604.56,,,
410715,202209,301,184741.0,613.76,,,
410720,202209,1668,1012158.0,606.81,,,
410725,202209,311,187019.0,601.35,,,
410730,202209,253,152693.0,603.53,,,
410740,202209,365,224587.0,615.31,,,
410750,202209,1024,619174.0,604.66,,,
410752,202209,122,73383.0,601.5,,,
410753,202209,116,69266.0,597.12,,,
410754,202209,699,431842.0,617.8,,,
410755,202209,232,140432.0,605.31,,,
410760,202209,1446,871879.0,602.96,,,
410765,202209,7363,4451360.0,604.56,,,
410770,202209,434,261522.0,602.59,,,
410773,202209,890,537309.0,603.72,,,
410775,202209,1159,706115.0,609.25,,,
410780,202209,198,119593.0,604.01,,,
410785,202209,316,191641.0,606.46,,,
410790,202209,325,195412.0,601.27,,,
410800,202209,1915,1166155.0,608.96,,,
410810,202209,200,121105.0,605.53,,,
410820,202209,248,149656.0,603.45,,,
410830,202209,20641,1.2495141E7,605.36,,,
410832,202209,645,393328.0,609.81,,,
410840,202209,3143,1888519.0,600.87,,,
410845,202209,588,355889.0,605.25,,,
410850,202209,1351,814295.0,602.74,,,
410855,202209,300,180770.0,602.57,,,
410860,202209,2833,1718409.0,606.57,,,
410865,202209,857,519716.0,606.44,,,
410870,202209,691,419463.0,607.04,,,
410880,202209,1178,723418.0,614.11,,,
410890,202209,515,311405.0,604.67,,,
410895,202209,545,327861.0,601.58,,,
410900,202209,250,151147.0,604.59,,,
410910,202209,182,110208.0,605.54,,,
410920,202209,392,237802.0,606.64,,,
410930,202209,509,306064.0,601.3,,,
410940,202209,11087,6703215.0,604.6,,,
410950,202209,1591,910946.0,572.56,,,
410960,202209,4039,2415574.0,598.06,,,
410965,202209,496,302769.0,610.42,,,
410970,202209,1252,753244.0,601.63,,,
410975,202209,680,412701.0,606.91,,,
410980,202209,3150,1913491.0,607.46,,,
410990,202209,698,421991.0,604.57,,,
411000,202209,257,155061.0,603.35,,,
411005,202209,123,74374.0,604.67,,,
411007,202209,1125,679032.0,603.58,,,
411010,202209,1510,908612.0,601.73,,,
411020,202209,1196,720081.0,602.07,,,
411030,202209,284,171088.0,602.42,,,
411040,202209,234,141565.0,604.98,,,
411050,202209,751,451184.0,600.78,,,
411060,202209,693,418182.0,603.44,,,
411065,202209,144,87305.0,606.28,,,
411070,202209,4258,2571317.0,603.88,,,
411080,202209,844,507400.0,601.18,,,
411090,202209,200,122235.0,611.18,,,
411095,202209,443,266889.0,602.46,,,
411100,202209,449,270160.0,601.69,,,
411110,202209,58,34855.0,600.95,,,
411120,202209,784,473461.0,603.9,,,
411125,202209,3147,1895738.0,602.4,,,
411130,202209,254,153255.0,603.37,,,
411140,202209,1103,663363.0,601.42,,,
411150,202209,881,529091.0,600.56,,,
411155,202209,471,283473.0,601.85,,,
411160,202209,100,60549.0,605.49,,,
411170,202209,398,239947.0,602.88,,,
411180,202209,3312,2007498.0,606.13,,,
411190,202209,883,533614.0,604.32,,,
411200,202209,2197,1323743.0,602.52,,,
411210,202209,1434,866354.0,604.15,,,
411220,202209,326,196289.0,602.11,,,
411230,202209,343,206332.0,601.55,,,
411240,202209,584,352489.0,603.58,,,
411250,202209,892,535967.0,600.86,,,
411260,202209,115,69191.0,601.66,,,
411270,202209,913,553215.0,605.93,,,
411275,202209,770,463887.0,602.45,,,
411280,202209,512,308184.0,601.92,,,
411290,202209,365,223103.0,611.24,,,
411295,202209,518,313561.0,605.33,,,
411300,202209,353,213190.0,603.94,,,
411310,202209,463,278033.0,600.5,,,
411320,202209,2831,1710370.0,604.16,,,
411325,202209,790,477162.0,604.0,,,
411330,202209,1307,786668.0,601.89,,,
411340,202209,219,131814.0,601.89,,,
411342,202209,341,204932.0,600.97,,,
411345,202209,641,389887.0,608.25,,,
411350,202209,873,525109.0,601.5,,,
411360,202209,411,248945.0,605.71,,,
411370,202209,29224,1.7821944E7,609.84,,,
411373,202209,680,413541.0,608.15,,,
411375,202209,449,271104.0,603.8,,,
411380,202209,532,322612.0,606.41,,,
411390,202209,731,441696.0,604.24,,,
411400,202209,1196,723069.0,604.57,,,
411410,202209,948,572846.0,604.27,,,
411420,202209,788,474906.0,602.67,,,
411430,202209,1713,1035510.0,604.5,,,
411435,202209,122,73623.0,603.47,,,
411440,202209,1182,712046.0,602.41,,,
411450,202209,1376,832595.0,605.08,,,
411460,202209,1164,705229.0,605.87,,,
411470,202209,414,250803.0,605.8,,,
411480,202209,1973,1194280.0,605.31,,,
411490,202209,786,477657.0,607.71,,,
411500,202209,386,232257.0,601.7,,,
411510,202209,890,536094.0,602.35,,,
411520,202209,12203,7405392.0,606.85,,,
411530,202209,225,136161.0,605.16,,,
411535,202209,142,85799.0,604.22,,,
411540,202209,1189,726807.0,611.28,,,
411545,202209,568,346047.0,609.24,,,
411550,202209,283,169848.0,600.17,,,
411560,202209,275,165765.0,602.78,,,
411570,202209,2586,1556859.0,602.03,,,
411573,202209,405,243317.0,600.78,,,
411575,202209,837,505130.0,603.5,,,
411580,202209,1144,691420.0,604.39,,,
411585,202209,113,67832.0,600.28,,,
411590,202209,219,133640.0,610.23,,,
411600,202209,116,70260.0,605.69,,,
411605,202209,618,375210.0,607.14,,,
411610,202209,1649,999557.0,606.16,,,
411620,202209,1643,997504.0,607.12,,,
411630,202209,306,185128.0,604.99,,,
411640,202209,174,104978.0,603.32,,,
411650,202209,65,39275.0,604.23,,,
411660,202209,368,221101.0,600.82,,,
411670,202209,696,420501.0,604.17,,,
411680,202209,625,377515.0,604.02,,,
411690,202209,1445,869024.0,601.4,,,
411695,202209,245,149290.0,609.35,,,
411700,202209,446,268321.0,601.62,,,
411705,202209,1659,1007335.0,607.19,,,
411710,202209,711,429355.0,603.87,,,
411720,202209,335,202305.0,603.9,,,
411721,202209,358,216411.0,604.5,,,
411722,202209,300,180289.0,600.96,,,
411725,202209,445,269274.0,605.11,,,
411727,202209,400,240490.0,601.23,,,
411729,202209,182,110088.0,604.88,,,
411730,202209,2904,1752449.0,603.46,,,
411740,202209,119,71520.0,601.01,,,
411745,202209,211,127343.0,603.52,,,
411750,202209,2765,1686005.0,609.77,,,
411760,202209,3148,1893104.0,601.37,,,
411770,202209,1130,679553.0,601.37,,,
411780,202209,1399,844513.0,603.65,,,
411790,202209,955,576395.0,603.55,,,
411800,202209,366,220892.0,603.53,,,
411810,202209,596,359007.0,602.36,,,
411820,202209,9322,5625938.0,603.51,,,
411830,202209,150,90240.0,601.6,,,
411840,202209,4593,2773669.0,603.89,,,
411845,202209,179,108901.0,608.39,,,
411850,202209,2485,1492241.0,600.5,,,
411860,202209,242,147057.0,607.67,,,
411870,202209,200,120532.0,602.66,,,
411880,202209,1067,646846.0,606.23,,,
411885,202209,354,213526.0,603.18,,,
411890,202209,310,186624.0,602.01,,,
411900,202209,223,133998.0,600.89,,,
411910,202209,453,275590.0,608.37,,,
411915,202209,6054,3666395.0,605.62,,,
411920,202209,605,364917.0,603.17,,,
411925,202209,220,132921.0,604.19,,,
411930,202209,2650,1592825.0,601.07,,,
411940,202209,1681,1014792.0,603.68,,,
411950,202209,9390,5728154.0,610.03,,,
411960,202209,3021,1813739.0,600.38,,,
411965,202209,202,123348.0,610.63,,,
411970,202209,486,292244.0,601.33,,,
411980,202209,645,389369.0,603.67,,,
411990,202209,16197,9818516.0,606.19,,,
411995,202209,2065,1233588.0,597.38,,,
412000,202209,1044,636780.0,609.94,,,
412010,202209,190,114633.0,603.33,,,
412015,202209,305,184491.0,604.89,,,
412020,202209,158,95292.0,603.11,,,
412030,202209,261,157943.0,605.15,,,
412033,202209,310,186386.0,601.25,,,
412035,202209,279,168958.0,605.58,,,
412040,202209,132,79880.0,605.15,,,
412050,202209,510,307190.0,602.33,,,
412060,202209,3501,2103603.0,600.86,,,
412065,202209,224,134775.0,601.67,,,
412070,202209,612,369889.0,604.39,,,
412080,202209,1140,691329.0,606.43,,,
412085,202209,38,22883.0,602.18,,,
412090,202209,3059,1845988.0,603.46,,,
412100,202209,797,475310.0,596.37,,,
412110,202209,304,184111.0,605.63,,,
412120,202209,956,575158.0,601.63,,,
412125,202209,198,119133.0,601.68,,,
412130,202209,232,139508.0,601.33,,,
412135,202209,160,96848.0,605.3,,,
412140,202209,606,366412.0,604.64,,,
412150,202209,1644,989290.0,601.76,,,
412160,202209,133,80243.0,603.33,,,
412170,202209,2691,1622189.0,602.82,,,
412175,202209,671,406116.0,605.24,,,
412180,202209,747,454897.0,608.97,,,
412190,202209,1300,790101.0,607.77,,,
412200,202209,666,400091.0,600.74,,,
412210,202209,235,141798.0,603.4,,,
412215,202209,1613,974274.0,604.01,,,
412217,202209,698,425428.0,609.5,,,
412220,202209,2895,1744492.0,602.59,,,
412230,202209,840,507613.0,604.3,,,
412240,202209,2456,1481253.0,603.12,,,
412250,202209,674,404696.0,600.44,,,
412260,202209,515,312203.0,606.22,,,
412265,202209,618,371556.0,601.22,,,
412270,202209,347,212406.0,612.12,,,
412280,202209,153,91910.0,600.72,,,
412290,202209,391,235745.0,602.93,,,
412300,202209,655,394565.0,602.39,,,
412310,202209,258,156368.0,606.08,,,
412320,202209,236,142157.0,602.36,,,
412330,202209,617,371241.0,601.69,,,
412340,202209,290,175100.0,603.79,,,
412350,202209,939,568929.0,605.89,,,
412360,202209,143,87883.0,614.57,,,
412370,202209,339,205546.0,606.33,,,
412380,202209,377,226495.0,600.78,,,
412382,202209,224,135144.0,603.32,,,
412385,202209,1174,706124.0,601.47,,,
412390,202209,1013,610660.0,602.82,,,
412395,202209,329,198941.0,604.68,,,
412400,202209,368,221481.0,601.85,,,
412402,202209,764,459935.0,602.01,,,
412405,202209,709,426642.0,601.75,,,
412410,202209,2429,1473054.0,606.44,,,
412420,202209,198,119774.0,604.92,,,
412430,202209,155,94191.0,607.68,,,
412440,202209,1037,625733.0,603.41,,,
412450,202209,101,60625.0,600.25,,,
412460,202209,564,339544.0,602.03,,,
412470,202209,791,478989.0,605.55,,,
412480,202209,486,293838.0,604.6,,,
412490,202209,702,424878.0,605.24,,,
412500,202209,816,490625.0,601.26,,,
412510,202209,718,431893.0,601.52,,,
412520,202209,289,173632.0,600.8,,,
412530,202209,173,103994.0,601.12,,,
412535,202209,180,108043.0,600.24,,,
412540,202209,424,255574.0,602.77,,,
412545,202209,229,138752.0,605.9,,,
412550,202209,16131,9770372.0,605.69,,,
412555,202209,95,57129.0,601.36,,,
412560,202209,2211,1328833.0,601.01,,,
412570,202209,1126,682335.0,605.98,,,
412575,202209,581,350317.0,602.96,,,
412580,202209,770,467394.0,607.01,,,
412590,202209,75,44471.0,592.95,,,
412600,202209,994,605971.0,609.63,,,
412610,202209,342,207619.0,607.07,,,
412620,202209,599,363325.0,606.55,,,
412625,202209,1544,928744.0,601.52,,,
412627,202209,380,228402.0,601.06,,,
412630,202209,955,576834.0,604.01,,,
412635,202209,139,84155.0,605.43,,,
412640,202209,228,137487.0,603.01,,,
412650,202209,719,436007.0,606.41,,,
412660,202209,1001,605682.0,605.08,,,
412665,202209,185,111663.0,603.58,,,
412667,202209,768,464597.0,604.94,,,
412670,202209,331,199221.0,601.88,,,
412680,202209,656,397617.0,606.12,,,
412690,202209,434,261898.0,603.45,,,
412700,202209,1054,636129.0,603.54,,,
412710,202209,1910,1155878.0,605.17,,,
412720,202209,510,308491.0,604.88,,,
412730,202209,1109,669747.0,603.92,,,
412740,202209,500,303707.0,607.41,,,
412750,202209,2377,1440286.0,605.93,,,
412760,202209,1825,1103716.0,604.78,,,
412770,202209,2542,1537293.0,604.76,,,
412780,202209,597,359140.0,601.57,,,
412785,202209,1163,706035.0,607.08,,,
412788,202209,754,454544.0,602.84,,,
412790,202209,458,277092.0,605.0,,,
412795,202209,236,142753.0,604.89,,,
412796,202209,1048,630147.0,601.29,,,
412800,202209,1936,1169192.0,603.92,,,
412810,202209,4736,2872090.0,606.44,,,
412820,202209,2404,1447208.0,602.0,,,
412830,202209,99,59858.0,604.63,,,
412840,202209,960,581319.0,605.54,,,
412850,202209,1335,813318.0,609.23,,,
412853,202209,897,540253.0,602.29,,,
412855,202209,347,209358.0,603.34,,,
412860,202209,309,186235.0,602.7,,,
412862,202209,250,151042.0,604.17,,,
412863,202209,837,505630.0,604.1,,,
412865,202209,227,136322.0,600.54,,,
412870,202209,419,251993.0,601.42,,,
412880,202209,345,209082.0,606.03,,,
420005,202209,165,100104.0,606.69,,,
420010,202209,1790,1084383.0,605.8,,,
420020,202209,177,107524.0,607.48,,,
420030,202209,36,21953.0,609.81,,,
420040,202209,110,66633.0,605.75,,,
420050,202209,337,203068.0,602.58,,,
420055,202209,51,30737.0,602.69,,,
420060,202209,69,42109.0,610.28,,,
420070,202209,483,292919.0,606.46,,,
420075,202209,24,14421.0,600.88,,,
420080,202209,194,116728.0,601.69,,,
420090,202209,135,81164.0,601.21,,,
420100,202209,1021,616957.0,604.27,,,
420110,202209,178,108094.0,607.27,,,
420120,202209,252,153553.0,609.34,,,
420125,202209,131,79612.0,607.73,,,
420127,202209,73,44528.0,609.97,,,
420130,202209,2121,1288340.0,607.42,,,
420140,202209,1827,1099435.0,601.77,,,
420150,202209,287,175314.0,610.85,,,
420160,202209,39,23548.0,603.79,,,
420165,202209,47,28572.0,607.91,,,
420170,202209,145,88220.0,608.41,,,
420180,202209,43,25958.0,603.67,,,
420190,202209,62,37688.0,607.87,,,
420195,202209,905,543428.0,600.47,,,
420200,202209,2816,1705756.0,605.74,,,
420205,202209,924,538455.0,582.74,,,
420207,202209,823,482234.0,585.95,,,
420208,202209,121,72600.0,600.0,,,
420209,202209,70,42212.0,603.03,,,
420210,202209,1890,1150894.0,608.94,,,
420213,202209,462,279734.0,605.48,,,
420215,202209,90,54929.0,610.32,,,
420220,202209,134,81818.0,610.58,,,
420230,202209,3140,1913437.0,609.37,,,
420240,202209,6041,3676020.0,608.51,,,
420243,202209,320,193216.0,603.8,,,
420245,202209,995,608654.0,611.71,,,
420250,202209,418,253471.0,606.39,,,
420253,202209,222,133829.0,602.83,,,
420257,202209,69,42003.0,608.74,,,
420260,202209,770,471151.0,611.88,,,
420270,202209,147,89200.0,606.8,,,
420280,202209,743,453352.0,610.16,,,
420285,202209,52,31310.0,602.12,,,
420287,202209,187,112200.0,600.0,,,
420290,202209,3007,1831735.0,609.16,,,
420300,202209,2261,1372169.0,606.89,,,
420310,202209,362,219039.0,605.08,,,
420315,202209,340,207158.0,609.29,,,
420320,202209,2650,1598388.0,603.17,,,
420325,202209,135,82421.0,610.53,,,
420330,202209,319,193418.0,606.33,,,
420340,202209,557,335833.0,602.93,,,
420350,202209,759,460495.0,606.71,,,
420360,202209,475,286171.0,602.47,,,
420370,202209,928,566359.0,610.3,,,
420380,202209,2092,1266500.0,605.4,,,
420390,202209,351,211306.0,602.01,,,
420395,202209,307,185053.0,602.78,,,
420400,202209,529,322353.0,609.36,,,
420410,202209,318,193502.0,608.5,,,
420415,202209,160,96946.0,605.91,,,
420417,202209,341,206687.0,606.12,,,
420419,202209,57,34255.0,600.96,,,
420420,202209,6141,3704923.0,603.31,,,
420425,202209,266,161891.0,608.61,,,
420430,202209,1178,714830.0,606.82,,,
420435,202209,103,62515.0,606.94,,,
420440,202209,337,202757.0,601.65,,,
420445,202209,81,48622.0,600.27,,,
420450,202209,315,190625.0,605.16,,,
420455,202209,1018,612835.0,602.0,,,
420460,202209,5125,3115576.0,607.92,,,
420470,202209,152,91540.0,602.24,,,
420475,202209,10,6000.0,600.0,,,
420480,202209,2295,1388289.0,604.92,,,
420490,202209,166,101350.0,610.54,,,
420500,202209,581,353025.0,607.62,,,
420510,202209,44,27208.0,618.36,,,
420515,202209,29,17716.0,610.9,,,
420517,202209,427,258166.0,604.6,,,
420519,202209,134,81856.0,610.87,,,
420520,202209,44,26585.0,604.2,,,
420530,202209,282,171396.0,607.79,,,
420535,202209,35,21274.0,607.83,,,
420540,202209,15484,9357128.0,604.31,,,
420543,202209,113,68655.0,607.57,,,
420545,202209,537,326142.0,607.34,,,
420550,202209,1737,1052028.0,605.66,,,
420555,202209,169,102485.0,606.42,,,
420560,202209,195,118134.0,605.82,,,
420570,202209,1509,904180.0,599.19,,,
420580,202209,595,358073.0,601.8,,,
420590,202209,867,522103.0,602.19,,,
420600,202209,676,411630.0,608.92,,,
420610,202209,222,134353.0,605.19,,,
420620,202209,327,197109.0,602.78,,,
420630,202209,566,344681.0,608.98,,,
420640,202209,128,76865.0,600.51,,,
420650,202209,1654,1004343.0,607.22,,,
420660,202209,111,66710.0,600.99,,,
420665,202209,297,179794.0,605.37,,,
420670,202209,268,162170.0,605.11,,,
420675,202209,95,57532.0,605.6,,,
420680,202209,80,48765.0,609.56,,,
420690,202209,307,186404.0,607.18,,,
420700,202209,1839,1130213.0,614.58,,,
420710,202209,675,414141.0,613.54,,,
420720,202209,793,445561.0,561.87,,,
420730,202209,1895,1127337.0,594.9,,,
420740,202209,107,64200.0,600.0,,,
420750,202209,731,446409.0,610.68,,,
420757,202209,22,13677.0,621.68,,,
420760,202209,95,57678.0,607.14,,,
420765,202209,194,118445.0,610.54,,,
420768,202209,1003,608635.0,606.81,,,
420770,202209,62,37737.0,608.66,,,
420775,202209,104,62966.0,605.44,,,
420780,202209,230,138501.0,602.18,,,
420785,202209,100,60682.0,606.82,,,
420790,202209,689,417832.0,606.43,,,
420800,202209,313,188509.0,602.27,,,
420810,202209,897,543384.0,605.78,,,
420820,202209,6300,3826963.0,607.45,,,
420830,202209,2338,1411718.0,603.81,,,
420840,202209,114,69055.0,605.75,,,
420845,202209,1246,750219.0,602.1,,,
420850,202209,382,232538.0,608.74,,,
420860,202209,127,76601.0,603.16,,,
420870,202209,370,224958.0,607.99,,,
420880,202209,605,359033.0,593.44,,,
420890,202209,2705,1646237.0,608.59,,,
420895,202209,70,42081.0,601.16,,,
420900,202209,597,363319.0,608.57,,,
420910,202209,13849,8413973.0,607.55,,,
420915,202209,290,185557.0,639.85,,,
420917,202209,141,84738.0,600.98,,,
420920,202209,15,9253.0,616.87,,,
420930,202209,9302,5644101.0,606.76,,,
420940,202209,1057,623825.0,590.18,,,
420945,202209,74,44772.0,605.03,,,
420950,202209,121,73351.0,606.21,,,
420960,202209,515,313179.0,608.11,,,
420970,202209,915,553054.0,604.43,,,
420980,202209,155,93055.0,600.35,,,
420985,202209,97,58804.0,606.23,,,
420990,202209,98,59597.0,608.13,,,
421000,202209,190,114566.0,602.98,,,
421003,202209,21,12655.0,602.62,,,
421005,202209,35,21425.0,612.14,,,
421010,202209,1481,897536.0,606.03,,,
421020,202209,212,130662.0,616.33,,,
421030,202209,526,317225.0,603.09,,,
421040,202209,281,171034.0,608.66,,,
421050,202209,464,280445.0,604.41,,,
421055,202209,56,33966.0,606.54,,,
421060,202209,334,202048.0,604.93,,,
421070,202209,261,158149.0,605.93,,,
421080,202209,235,142602.0,606.82,,,
421085,202209,45,27274.0,606.09,,,
421090,202209,83,50771.0,611.7,,,
421100,202209,201,121351.0,603.74,,,
421105,202209,753,456770.0,606.6,,,
421110,202209,802,485234.0,605.03,,,
421120,202209,365,222571.0,609.78,,,
421125,202209,177,106430.0,601.3,,,
421130,202209,3364,2024286.0,601.75,,,
421140,202209,134,81115.0,605.34,,,
421145,202209,182,109540.0,601.87,,,
421150,202209,314,190874.0,607.88,,,
421160,202209,335,205493.0,613.41,,,
421165,202209,81,49319.0,608.88,,,
421170,202209,762,464411.0,609.46,,,
421175,202209,426,258334.0,606.42,,,
421180,202209,132,80280.0,608.18,,,
421185,202209,168,101647.0,605.04,,,
421187,202209,70,42394.0,605.63,,,
421189,202209,194,117641.0,606.4,,,
421190,202209,6039,3660077.0,606.07,,,
421200,202209,409,248979.0,608.75,,,
421205,202209,98,59332.0,605.43,,,
421210,202209,371,224814.0,605.97,,,
421220,202209,728,440404.0,604.95,,,
421223,202209,198,119612.0,604.1,,,
421225,202209,640,370964.0,579.63,,,
421227,202209,283,170689.0,603.14,,,
421230,202209,202,121756.0,602.75,,,
421240,202209,54,32792.0,607.26,,,
421250,202209,1117,680594.0,609.31,,,
421260,202209,19,11400.0,600.0,,,
421265,202209,633,375836.0,593.74,,,
421270,202209,128,77176.0,602.94,,,
421280,202209,1147,696665.0,607.38,,,
421290,202209,204,123129.0,603.57,,,
421300,202209,56,33633.0,600.59,,,
421310,202209,109,65201.0,598.17,,,
421315,202209,106,64502.0,608.51,,,
421320,202209,74,44494.0,601.27,,,
421330,202209,233,140555.0,603.24,,,
421335,202209,239,144785.0,605.79,,,
421340,202209,645,392849.0,609.07,,,
421350,202209,566,342083.0,604.39,,,
421360,202209,842,506248.0,601.24,,,
421370,202209,271,164490.0,606.97,,,
421380,202209,564,343254.0,608.61,,,
421390,202209,31,18673.0,602.35,,,
421400,202209,251,152961.0,609.41,,,
421410,202209,49,29527.0,602.59,,,
421415,202209,79,47554.0,601.95,,,
421420,202209,315,191309.0,607.33,,,
421430,202209,26,15600.0,600.0,,,
421440,202209,210,127478.0,607.04,,,
421450,202209,101,60895.0,602.92,,,
421460,202209,31,18895.0,609.52,,,
421470,202209,107,66744.0,623.78,,,
421480,202209,1237,753250.0,608.93,,,
421490,202209,30,18625.0,620.83,,,
421500,202209,836,503988.0,602.86,,,
421505,202209,204,123627.0,606.01,,,
421507,202209,177,106633.0,602.45,,,
421510,202209,164,99311.0,605.55,,,
421520,202209,173,104633.0,604.82,,,
421530,202209,83,50464.0,608.0,,,
421535,202209,173,105202.0,608.1,,,
421540,202209,87,52738.0,606.18,,,
421545,202209,315,191474.0,607.85,,,
421550,202209,1260,762707.0,605.32,,,
421555,202209,24,14421.0,600.88,,,
421560,202209,32,19266.0,602.06,,,
421565,202209,424,256298.0,604.48,,,
421567,202209,200,121635.0,608.18,,,
421568,202209,123,74189.0,603.16,,,
421569,202209,54,32801.0,607.43,,,
421570,202209,639,386674.0,605.12,,,
421575,202209,143,86996.0,608.36,,,
421580,202209,1712,1039876.0,607.4,,,
421590,202209,97,58327.0,601.31,,,
421600,202209,209,124005.0,593.33,,,
421605,202209,291,176834.0,607.68,,,
421610,202209,409,247293.0,604.63,,,
421620,202209,1755,1061891.0,605.07,,,
421625,202209,35,21098.0,602.8,,,
421630,202209,985,595273.0,604.34,,,
421635,202209,174,107532.0,618.0,,,
421640,202209,362,217509.0,600.85,,,
421650,202209,1109,670110.0,604.25,,,
421660,202209,5638,3436672.0,609.56,,,
421670,202209,409,245554.0,600.38,,,
421680,202209,1468,885618.0,603.28,,,
421690,202209,584,351726.0,602.27,,,
421700,202209,231,139569.0,604.19,,,
421710,202209,60,36849.0,614.15,,,
421715,202209,81,48854.0,603.14,,,
421720,202209,767,462334.0,602.78,,,
421725,202209,86,52260.0,607.67,,,
421730,202209,202,122345.0,605.67,,,
421740,202209,284,170959.0,601.97,,,
421750,202209,262,158263.0,604.06,,,
421755,202209,49,29772.0,607.59,,,
421760,202209,383,231269.0,603.84,,,
421770,202209,1090,656446.0,602.24,,,
421775,202209,65,39252.0,603.88,,,
421780,202209,401,244822.0,610.53,,,
421790,202209,250,150488.0,601.95,,,
421795,202209,62,37515.0,605.08,,,
421800,202209,1739,1059669.0,609.36,,,
421810,202209,241,148400.0,615.77,,,
421820,202209,373,225755.0,605.24,,,
421825,202209,1204,734371.0,609.94,,,
421830,202209,717,432887.0,603.75,,,
421835,202209,111,68682.0,618.76,,,
421840,202209,93,56417.0,606.63,,,
421850,202209,108,65128.0,603.04,,,
421860,202209,88,53331.0,606.03,,,
421870,202209,2748,1666933.0,606.6,,,
421875,202209,53,31897.0,601.83,,,
421880,202209,212,129065.0,608.8,,,
421885,202209,102,61867.0,606.54,,,
421890,202209,578,352698.0,610.2,,,
421895,202209,281,170909.0,608.22,,,
421900,202209,466,281378.0,603.82,,,
421910,202209,90,54189.0,602.1,,,
421915,202209,105,63263.0,602.5,,,
421917,202209,204,122593.0,600.95,,,
421920,202209,175,105841.0,604.81,,,
421930,202209,1047,634232.0,605.76,,,
421935,202209,268,165966.0,619.28,,,
421940,202209,77,46707.0,606.58,,,
421950,202209,897,542093.0,604.34,,,
421960,202209,39,23400.0,600.0,,,
421970,202209,834,502697.0,602.75,,,
421985,202209,127,77655.0,611.46,,,
422000,202209,1110,667554.0,601.4,,,
430003,202209,263,160310.0,609.54,,,
430005,202209,161,97109.0,603.16,,,
430010,202209,965,580433.0,601.48,,,
430020,202209,319,192573.0,603.68,,,
430030,202209,447,268433.0,600.52,,,
430040,202209,3418,2052517.0,600.5,,,
430045,202209,342,206940.0,605.09,,,
430047,202209,43,25965.0,603.84,,,
430050,202209,324,195081.0,602.1,,,
430055,202209,80,48107.0,601.34,,,
430057,202209,19,11503.0,605.42,,,
430060,202209,11729,7094687.0,604.88,,,
430063,202209,482,290061.0,601.79,,,
430064,202209,622,374312.0,601.79,,,
430066,202209,71,43016.0,605.86,,,
430070,202209,59,35628.0,603.86,,,
430080,202209,340,205058.0,603.11,,,
430085,202209,371,221944.0,598.23,,,
430087,202209,482,292642.0,607.14,,,
430090,202209,69,41426.0,600.38,,,
430100,202209,269,162009.0,602.26,,,
430105,202209,612,374405.0,611.77,,,
430107,202209,43,25800.0,600.0,,,
430110,202209,1076,653810.0,607.63,,,
430120,202209,582,352236.0,605.22,,,
430130,202209,1246,747540.0,599.95,,,
430140,202209,513,310087.0,604.46,,,
430150,202209,184,111317.0,604.98,,,
430155,202209,31,18642.0,601.35,,,
430160,202209,13506,8154690.0,603.78,,,
430163,202209,2032,1243643.0,612.03,,,
430165,202209,19,11400.0,600.0,,,
430170,202209,153,91942.0,600.93,,,
430175,202209,507,306987.0,605.5,,,
430180,202209,308,184285.0,598.33,,,
430185,202209,121,73585.0,608.14,,,
