codigo_ibge,anomes_s,pab_qtd_fam_benef_i,pab_valor_pago_d,pab_valor_medio_d,pab_extraordinario_qtd_fam_i,pab_extraordinario_valor_pago_d,pab_extraordinario_valor_medio_d
430705,202205,99,19814.0,200.14,94,20308.0,216.04
430710,202205,914,176047.0,192.61,855,195081.0,228.16
430720,202205,292,50108.0,171.6,286,67455.0,235.86
430730,202205,444,92496.0,208.32,401,88905.0,221.71
430740,202205,171,35594.0,208.15,155,34532.0,222.79
430745,202205,198,28642.0,144.66,192,50448.0,262.75
430750,202205,684,121372.0,177.44,660,153939.0,233.24
430755,202205,164,32810.0,200.06,152,33261.0,218.82
430760,202205,1105,210287.0,190.3,1044,236747.0,226.77
430770,202205,3794,866458.0,228.38,3349,693560.0,207.09
430780,202205,687,158448.0,230.64,602,123144.0,204.56
430781,202205,189,29249.0,154.76,185,46584.0,251.81
430783,202205,157,28951.0,184.4,150,34225.0,228.17
430786,202205,4,1002.0,250.5,4,598.0,149.5
430790,202205,1919,447321.0,233.1,1667,338775.0,203.22
430800,202205,439,82343.0,187.57,417,95054.0,227.95
430805,202205,185,40022.0,216.34,174,34527.0,198.43
430807,202205,191,41426.0,216.89,169,36740.0,217.4
430810,202205,159,30549.0,192.13,151,33459.0,221.58
430820,202205,334,73650.0,220.51,298,62970.0,211.31
430825,202205,52,9209.0,177.1,49,11806.0,240.94
430830,202205,1068,184279.0,172.55,1046,243902.0,233.18
430840,202205,542,112055.0,206.74,502,109121.0,217.37
430843,202205,35,7863.0,224.66,31,6333.0,204.29
430845,202205,237,44570.0,188.06,219,51194.0,233.76
430850,202205,846,158925.0,187.85,822,180108.0,219.11
430860,202205,249,52167.0,209.51,220,50363.0,228.92
430865,202205,196,30978.0,158.05,184,44537.0,242.05
430870,202205,100,17538.0,175.38,98,22604.0,230.65
430880,202205,723,137757.0,190.54,656,148573.0,226.48
430885,202205,49,14992.0,305.96,37,5613.0,151.7
430890,202205,219,36463.0,166.5,212,52382.0,247.08
430900,202205,1648,355917.0,215.97,1459,316676.0,217.05
430905,202205,332,66014.0,198.84,314,68285.0,217.47
430910,202205,877,183800.0,209.58,797,174197.0,218.57
430912,202205,234,50184.0,214.46,211,44984.0,213.19
430915,202205,210,38741.0,184.48,203,45761.0,225.42
430920,202205,14663,3202222.0,218.39,13116,2815432.0,214.66
430925,202205,19,3924.0,206.53,17,3824.0,224.94
430930,202205,4866,944030.0,194.01,4571,1029826.0,225.3
430940,202205,362,73167.0,202.12,329,73661.0,223.89
430950,202205,427,57675.0,135.07,425,113275.0,266.53
430955,202205,47,8535.0,181.6,45,10309.0,229.09
430957,202205,118,26587.0,225.31,106,21537.0,203.18
430960,202205,468,84987.0,181.6,457,103122.0,225.65
430965,202205,885,215115.0,243.07,751,149792.0,199.46
430970,202205,126,24067.0,191.01,117,26605.0,227.39
430975,202205,263,46135.0,175.42,254,59450.0,234.06
430980,202205,140,26280.0,187.71,130,30027.0,230.98
430990,202205,242,55555.0,229.57,217,43549.0,200.69
430995,202205,254,55055.0,216.75,234,47927.0,204.82
431000,202205,145,23490.0,162.0,145,34510.0,238.0
431010,202205,799,156626.0,196.03,738,167532.0,227.01
431020,202205,2887,526881.0,182.5,2751,638933.0,232.25
431030,202205,66,12556.0,190.24,64,14122.0,220.66
431033,202205,1317,255423.0,193.94,1210,278016.0,229.77
431036,202205,24,4759.0,198.29,22,5199.0,236.32
431040,202205,355,72447.0,204.08,330,71599.0,216.97
431041,202205,214,37257.0,174.1,207,48485.0,234.23
431043,202205,118,27134.0,229.95,102,21288.0,208.71
431046,202205,11,2143.0,194.82,11,2257.0,205.18
431050,202205,583,111959.0,192.04,539,124964.0,231.84
431053,202205,201,38782.0,192.95,186,42861.0,230.44
431055,202205,378,69374.0,183.53,361,83546.0,231.43
431057,202205,78,13791.0,176.81,77,17431.0,226.38
431060,202205,2206,393979.0,178.59,2111,497445.0,235.64
431065,202205,184,32766.0,178.08,180,41204.0,228.91
431070,202205,106,18738.0,176.77,104,23810.0,228.94
431075,202205,59,12635.0,214.15,53,11745.0,221.6
431080,202205,175,38672.0,220.98,160,32890.0,205.56
431085,202205,298,64052.0,214.94,270,56588.0,209.59
431087,202205,252,51001.0,202.38,233,51711.0,221.94
431090,202205,72,14210.0,197.36,69,14837.0,215.03
431100,202205,1879,363657.0,193.54,1761,395760.0,224.74
431110,202205,625,113719.0,181.95,586,138561.0,236.45
431112,202205,429,92223.0,214.97,383,82914.0,216.49
431113,202205,269,51187.0,190.29,254,57241.0,225.36
431115,202205,558,148864.0,266.78,441,83824.0,190.08
431120,202205,1080,193045.0,178.75,1027,242999.0,236.61
431123,202205,178,29993.0,168.5,170,41742.0,245.54
431125,202205,583,95015.0,162.98,573,138513.0,241.73
431127,202205,18,3381.0,187.83,17,3890.0,228.82
431130,202205,1640,316671.0,193.09,1537,348961.0,227.04
431140,202205,1572,331277.0,210.74,1417,309639.0,218.52
431142,202205,307,57255.0,186.5,295,66224.0,224.49
431150,202205,477,102929.0,215.78,436,91529.0,209.93
431160,202205,238,37297.0,156.71,233,58239.0,249.95
431162,202205,191,48087.0,251.76,165,32785.0,198.7
431164,202205,12,2083.0,173.58,12,2717.0,226.42
431170,202205,167,28084.0,168.17,159,39082.0,245.8
431171,202205,510,82799.0,162.35,497,121891.0,245.25
431173,202205,219,35782.0,163.39,217,51878.0,239.07
431175,202205,427,74896.0,175.4,415,95848.0,230.96
431177,202205,462,104577.0,226.36,397,82812.0,208.59
431179,202205,46,8755.0,190.33,44,9847.0,223.8
431180,202205,637,113981.0,178.93,620,142516.0,229.86
431190,202205,93,16670.0,179.25,89,20814.0,233.87
431198,202205,234,47361.0,202.4,215,48457.0,225.38
431200,202205,26,4101.0,157.73,26,6299.0,242.27
431205,202205,62,12386.0,199.77,56,12822.0,228.96
431210,202205,310,52104.0,168.08,300,72681.0,242.27
431213,202205,122,31082.0,254.77,105,20567.0,195.88
431215,202205,165,37084.0,224.75,155,29970.0,193.35
431217,202205,70,13711.0,195.87,65,14545.0,223.77
431220,202205,218,46849.0,214.9,200,42126.0,210.63
431225,202205,814,187602.0,230.47,728,151942.0,208.71
431230,202205,352,70932.0,201.51,326,71578.0,219.56
431235,202205,4,1442.0,360.5,2,490.0,245.0
431237,202205,171,39416.0,230.5,152,31679.0,208.41
431238,202205,19,3683.0,193.84,18,4043.0,224.61
431240,202205,2603,570593.0,219.21,2329,497851.0,213.76
431242,202205,183,38247.0,209.0,175,35332.0,201.9
431244,202205,95,17323.0,182.35,90,20951.0,232.79
431245,202205,492,99980.0,203.21,456,99642.0,218.51
431247,202205,79,15654.0,198.15,71,16242.0,228.76
431250,202205,925,178684.0,193.17,832,182395.0,219.22
431260,202205,77,17604.0,228.62,70,13816.0,197.37
431261,202205,145,40388.0,278.54,115,20110.0,174.87
431262,202205,105,31644.0,301.37,73,13738.0,188.19
431265,202205,296,54700.0,184.8,283,64532.0,228.03
431267,202205,97,23895.0,246.34,82,15762.0,192.22
431270,202205,842,132098.0,156.89,833,205625.0,246.85
431275,202205,43,6471.0,150.49,43,10729.0,249.51
431280,202205,22,4431.0,201.41,22,4369.0,198.59
431290,202205,73,15167.0,207.77,69,13734.0,199.04
431295,202205,9,1320.0,146.67,9,2280.0,253.33
431300,202205,36,7287.0,202.42,33,7322.0,221.88
431301,202205,19,4270.0,224.74,18,3457.0,192.06
431303,202205,183,41632.0,227.5,164,33754.0,205.82
431306,202205,701,149045.0,212.62,629,140282.0,223.02
431308,202205,19,3455.0,181.84,18,4170.0,231.67
431310,202205,223,44098.0,197.75,212,46225.0,218.04
431320,202205,184,39986.0,217.32,169,35862.0,212.2
431330,202205,522,108464.0,207.79,482,103774.0,215.3
431333,202205,56,9467.0,169.05,55,12955.0,235.55
431335,202205,7,1685.0,240.71,7,1115.0,159.29
431337,202205,1672,382416.0,228.72,1464,300866.0,205.51
431339,202205,191,30589.0,160.15,190,46114.0,242.71
431340,202205,8078,1693528.0,209.65,7351,1598204.0,217.41
431342,202205,236,41447.0,175.62,231,53266.0,230.59
431344,202205,137,28225.0,206.02,130,27332.0,210.25
431346,202205,37,6767.0,182.89,36,8160.0,226.67
431349,202205,361,60874.0,168.63,349,83997.0,240.68
431350,202205,2200,495863.0,225.39,1900,406123.0,213.75
431360,202205,143,20715.0,144.86,142,36615.0,257.85
431365,202205,1281,273216.0,213.28,1061,224449.0,211.54
431370,202205,2472,427503.0,172.94,2391,567224.0,237.23
431380,202205,544,104992.0,193.0,527,114263.0,216.82
431390,202205,1077,229595.0,213.18,960,209117.0,217.83
431395,202205,879,164681.0,187.35,831,192902.0,232.13
431400,202205,55,10875.0,197.73,51,11387.0,223.27
431402,202205,500,100256.0,200.51,462,103345.0,223.69
431403,202205,84,17433.0,207.54,76,16363.0,215.3
431405,202205,2436,501430.0,205.84,2243,492392.0,219.52
431406,202205,245,43042.0,175.68,237,55366.0,233.61
431407,202205,309,64484.0,208.69,286,61015.0,213.34
431410,202205,7905,1763377.0,223.07,6949,1479953.0,212.97
431413,202205,19,4310.0,226.84,17,3426.0,201.53
431415,202205,270,52333.0,193.83,249,57125.0,229.42
431417,202205,261,49361.0,189.12,248,55973.0,225.7
431420,202205,875,182198.0,208.23,793,175042.0,220.73
431430,202205,134,26983.0,201.37,126,27740.0,220.16
431440,202205,13765,2510270.0,182.37,12999,3042995.0,234.09
431442,202205,22,4683.0,212.86,21,4244.0,202.1
431445,202205,29,4727.0,163.0,29,6873.0,237.0
431446,202205,139,26715.0,192.19,130,29660.0,228.15
431447,202205,209,37016.0,177.11,199,47881.0,240.61
431449,202205,289,50982.0,176.41,277,63994.0,231.03
431450,202205,1496,302879.0,202.46,1398,303470.0,217.07
431454,202205,18,4297.0,238.72,14,3163.0,225.93
431455,202205,176,28858.0,163.97,170,40483.0,238.14
431460,202205,1125,181055.0,160.94,1096,272208.0,248.36
431470,202205,645,119776.0,185.7,609,141837.0,232.9
431475,202205,13,2390.0,183.85,13,2810.0,216.15
431477,202205,139,25633.0,184.41,132,30129.0,228.25
431478,202205,18,2338.0,129.89,18,4862.0,270.11
431480,202205,1606,299339.0,186.39,1537,347087.0,225.82
431490,202205,63647,1.515868E7,238.17,54231,1.102951E7,203.38
431500,202205,238,39359.0,165.37,231,55376.0,239.72
431505,202205,124,28617.0,230.78,107,21091.0,197.11
431507,202205,63,10113.0,160.52,62,14687.0,236.89
431510,202205,627,105660.0,168.52,611,146595.0,239.93
431513,202205,62,8123.0,131.02,62,16677.0,268.98
431514,202205,46,9947.0,216.24,39,8768.0,224.82
431515,202205,281,42552.0,151.43,278,70043.0,251.95
431517,202205,27,6458.0,239.19,23,4533.0,197.09
431520,202205,102,19012.0,186.39,96,22358.0,232.9
431530,202205,1830,326640.0,178.49,1747,412258.0,235.98
431531,202205,65,11603.0,178.51,63,14572.0,231.3
431532,202205,209,36385.0,174.09,203,48009.0,236.5
431535,202205,41,7520.0,183.41,39,8976.0,230.15
431540,202205,1356,451809.0,333.19,871,151406.0,173.83
431545,202205,31,6117.0,197.32,29,6720.0,231.72
431550,202205,1070,220695.0,206.26,976,212925.0,218.16
431555,202205,269,50327.0,187.09,260,57695.0,221.9
431560,202205,9006,1437297.0,159.59,8828,2175430.0,246.42
431570,202205,3419,508686.0,148.78,3353,858936.0,256.17
431575,202205,170,33571.0,197.48,156,35505.0,227.6
431580,202205,219,53525.0,244.41,185,36732.0,198.55
431590,202205,270,45847.0,169.8,268,62445.0,233.0
431595,202205,136,28252.0,207.74,126,27091.0,215.01
431600,202205,646,126426.0,195.71,602,136311.0,226.43
431610,202205,570,116927.0,205.14,525,115930.0,220.82
431620,202205,165,31779.0,192.6,153,35685.0,233.24
431630,202205,315,55115.0,174.97,307,71529.0,232.99
431640,202205,4164,786955.0,188.99,3955,899700.0,227.48
431642,202205,197,32879.0,166.9,191,46427.0,243.07
431643,202205,61,13140.0,215.41,54,11506.0,213.07
431645,202205,1343,299548.0,223.04,1194,247297.0,207.12
431647,202205,41,7977.0,194.56,37,8543.0,230.89
431650,202205,40,9241.0,231.03,36,7302.0,202.83
431660,202205,160,30307.0,189.42,153,33430.0,218.5
431670,202205,435,86667.0,199.23,407,89017.0,218.71
431673,202205,42,8479.0,201.88,39,8525.0,218.59
431675,202205,37,7655.0,206.89,35,7188.0,205.37
431680,202205,4378,737413.0,168.44,4239,1025314.0,241.88
431690,202205,11820,2356354.0,199.35,10946,2447722.0,223.62
431695,202205,78,14151.0,181.42,72,17305.0,240.35
431697,202205,229,43900.0,191.7,216,49132.0,227.46
431700,202205,787,130041.0,165.24,769,185612.0,241.37
431710,202205,6911,1425595.0,206.28,6325,1391257.0,219.96
431720,202205,1785,283989.0,159.1,1753,431697.0,246.26
431725,202205,21,3372.0,160.57,20,5053.0,252.65
431730,202205,1759,329092.0,187.09,1641,366008.0,223.04
431740,202205,1889,302930.0,160.37,1847,454360.0,246.0
431750,202205,3448,615079.0,178.39,3343,772463.0,231.07
431755,202205,26,4873.0,187.42,25,5662.0,226.48
431760,202205,2366,503498.0,212.81,2125,462443.0,217.62
431770,202205,1135,227744.0,200.66,1055,232513.0,220.39
431775,202205,44,6851.0,155.7,43,10877.0,252.95
431780,202205,747,140411.0,187.97,703,162440.0,231.07
431790,202205,296,53035.0,179.17,290,66218.0,228.34
431795,202205,59,11496.0,194.85,57,12462.0,218.63
431800,202205,2028,313564.0,154.62,1998,499363.0,249.93
431805,202205,15,2935.0,195.67,15,3065.0,204.33
431810,202205,1441,240732.0,167.06,1379,339782.0,246.4
431820,202205,1091,212735.0,194.99,1025,230252.0,224.64
431830,202205,3241,511565.0,157.84,3206,786744.0,245.4
431840,202205,1712,359134.0,209.77,1541,334483.0,217.06
431842,202205,99,16510.0,166.77,95,23177.0,243.97
431843,202205,137,27633.0,201.7,127,28018.0,220.61
431844,202205,33,6466.0,195.94,31,7066.0,227.94
431845,202205,248,52637.0,212.25,222,49038.0,220.89
431846,202205,229,56260.0,245.68,194,37976.0,195.75
431848,202205,33,7253.0,219.79,31,6343.0,204.61
431849,202205,23,3716.0,161.57,22,5526.0,251.18
431850,202205,1876,298947.0,159.35,1835,454248.0,247.55
431860,202205,267,47072.0,176.3,257,60700.0,236.19
431861,202205,25,6662.0,266.48,21,4103.0,195.38
431862,202205,270,68495.0,253.69,223,43892.0,196.83
431870,202205,11815,2641094.0,223.54,10429,2199057.0,210.86
431880,202205,1860,349008.0,187.64,1780,399867.0,224.64
431890,202205,1546,247294.0,159.96,1512,374017.0,247.37
431900,202205,396,81960.0,206.97,373,79666.0,213.58
431910,202205,135,22678.0,167.99,131,31482.0,240.32
431912,202205,332,64968.0,195.69,308,69202.0,224.68
431915,202205,684,125222.0,183.07,650,152472.0,234.57
431920,202205,854,190614.0,223.2,767,157878.0,205.84
431930,202205,284,50619.0,178.24,272,64030.0,235.4
431935,202205,18,3115.0,173.06,16,4262.0,266.38
431936,202205,114,18284.0,160.39,112,27392.0,244.57
431937,202205,49,9747.0,198.92,45,10500.0,233.33
431940,202205,1249,277710.0,222.35,1076,234952.0,218.36
431950,202205,918,187598.0,204.36,836,185637.0,222.05
431960,202205,1306,198591.0,152.06,1284,325373.0,253.41
431970,202205,77,12173.0,158.09,76,18689.0,245.91
431971,202205,8,1644.0,205.5,7,1578.0,225.43
431973,202205,325,73020.0,224.68,300,58923.0,196.41
431975,202205,10,1863.0,186.3,10,2137.0,213.7
431980,202205,647,133411.0,206.2,594,129636.0,218.24
431990,202205,2912,709045.0,243.49,2501,505005.0,201.92
432000,202205,6880,1295181.0,188.25,6489,1488033.0,229.32
432010,202205,967,187338.0,193.73,904,203424.0,225.03
432020,202205,560,96545.0,172.4,550,128121.0,232.95
432023,202205,150,27114.0,180.76,142,34370.0,242.04
432026,202205,518,84530.0,163.19,509,123483.0,242.6
432030,202205,149,30935.0,207.62,137,29469.0,215.1
432032,202205,142,27090.0,190.77,134,30278.0,225.96
432035,202205,407,78434.0,192.71,386,86225.0,223.38
432040,202205,198,49818.0,251.61,173,36082.0,208.57
432045,202205,60,12115.0,201.92,56,12209.0,218.02
432050,202205,259,50996.0,196.9,242,53921.0,222.81
432055,202205,255,41348.0,162.15,248,60970.0,245.85
432057,202205,91,13606.0,149.52,91,22794.0,250.48
432060,202205,58,11882.0,204.86,54,11524.0,213.41
432065,202205,89,16868.0,189.53,85,18989.0,223.4
432067,202205,555,121470.0,218.86,503,104143.0,207.04
432070,202205,779,154717.0,198.61,718,160123.0,223.01
432080,202205,2287,396653.0,173.44,2207,524333.0,237.58
432085,202205,186,39661.0,213.23,167,36520.0,218.68
432090,202205,721,134672.0,186.79,680,156873.0,230.7
432100,202205,191,32369.0,169.47,188,44976.0,239.23
432110,202205,687,103597.0,150.8,671,168030.0,250.42
432120,202205,1874,381501.0,203.58,1713,382978.0,223.57
432130,202205,1542,298988.0,193.9,1451,321195.0,221.36
432132,202205,73,14459.0,198.07,71,14764.0,207.94
432135,202205,482,84371.0,175.04,429,97623.0,227.56
432140,202205,1062,267419.0,251.81,889,177433.0,199.59
432143,202205,748,178693.0,238.89,632,127629.0,201.94
432145,202205,424,87758.0,206.98,385,83938.0,218.02
432146,202205,52,8696.0,167.23,50,12227.0,244.54
432147,202205,146,23196.0,158.88,142,35144.0,247.49
432149,202205,119,20767.0,174.51,113,27325.0,241.81
432150,202205,1697,312904.0,184.39,1614,372659.0,230.89
432160,202205,2524,472920.0,187.37,2361,544611.0,230.67
432162,202205,17,2498.0,146.94,17,4302.0,253.06
432163,202205,7,899.0,128.43,7,1901.0,271.57
432166,202205,251,50777.0,202.3,236,50907.0,215.71
432170,202205,556,120190.0,216.17,499,108913.0,218.26
432180,202205,1016,194948.0,191.88,944,218047.0,230.98
432183,202205,158,33494.0,211.99,145,30404.0,209.68
432185,202205,286,57047.0,199.47,269,59029.0,219.44
432190,202205,981,209596.0,213.66,885,191060.0,215.89
432195,202205,359,68038.0,189.52,344,76426.0,222.17
432200,202205,1784,406219.0,227.7,1584,325187.0,205.29
432210,202205,167,31574.0,189.07,156,36291.0,232.63
432215,202205,475,82558.0,173.81,466,108955.0,233.81
432218,202205,59,9476.0,160.61,57,14168.0,248.56
432220,202205,1825,355474.0,194.78,1710,384356.0,224.77
432225,202205,43,10167.0,236.44,37,7244.0,195.78
432230,202205,224,40651.0,181.48,215,49434.0,229.93
432232,202205,193,36942.0,191.41,182,41549.0,228.29
432234,202205,47,7055.0,150.11,46,11767.0,255.8
432235,202205,10,1402.0,140.2,10,2598.0,259.8
432237,202205,243,40684.0,167.42,240,57126.0,238.03
432240,202205,9121,1827967.0,200.41,8293,1908345.0,230.11
432250,202205,2887,599091.0,207.51,2685,574929.0,214.13
432252,202205,179,35132.0,196.27,161,36535.0,226.93
432253,202205,280,43354.0,154.84,277,68852.0,248.56
432254,202205,42,8061.0,191.93,40,8881.0,222.03
432255,202205,28,6671.0,238.25,24,4931.0,205.46
432260,202205,2583,454376.0,175.91,2482,586406.0,236.26
432270,202205,1096,186260.0,169.95,1064,253885.0,238.61
432280,202205,326,67744.0,207.8,304,64261.0,211.38
432285,202205,7,1586.0,226.57,7,1214.0,173.43
432290,202205,103,17641.0,171.27,100,23918.0,239.18
432300,202205,15003,3458487.0,230.52,13120,2702648.0,205.99
432310,202205,617,132090.0,214.08,547,117240.0,214.33
432320,202205,39,7443.0,190.85,37,8305.0,224.46
432330,202205,18,3909.0,217.17,18,3291.0,182.83
432335,202205,18,4163.0,231.28,16,3291.0,205.69
432340,202205,45,10140.0,225.33,38,8227.0,216.5
432345,202205,564,107667.0,190.9,535,120589.0,225.4
432350,202205,88,15643.0,177.76,86,19769.0,229.87
432360,202205,15,2886.0,192.4,13,3442.0,264.77
432370,202205,151,30151.0,199.68,139,30556.0,219.83
432375,202205,225,37924.0,168.55,219,52676.0,240.53
432377,202205,14,2596.0,185.43,13,3094.0,238.0
432380,202205,725,172895.0,238.48,620,126606.0,204.2
500020,202205,1359,348903.0,256.74,1098,215128.0,195.93
500025,202205,401,81447.0,203.11,383,80395.0,209.91
500060,202205,4138,1065884.0,257.58,3401,683245.0,200.9
500070,202205,2217,451395.0,203.61,2050,444385.0,216.77
500080,202205,560,112548.0,200.98,512,114925.0,224.46
500085,202205,866,165751.0,191.4,809,184785.0,228.41
500090,202205,752,179833.0,239.14,649,130563.0,201.18
500100,202205,1669,368182.0,220.6,1509,316563.0,209.78
500110,202205,4203,792813.0,188.63,3927,908653.0,231.39
500124,202205,1256,283629.0,225.82,1124,234260.0,208.42
500150,202205,677,130571.0,192.87,620,145218.0,234.22
500190,202205,1596,297643.0,186.49,1514,340538.0,224.93
500200,202205,1232,269499.0,218.75,1116,232083.0,207.96
500210,202205,2411,430281.0,178.47,2314,541393.0,233.96
500215,202205,736,180518.0,245.27,621,126070.0,203.01
500220,202205,1351,260426.0,192.77,1236,274087.0,221.75
500230,202205,1025,213864.0,208.65,943,200349.0,212.46
500240,202205,1862,500737.0,268.92,1442,294494.0,204.23
500260,202205,1282,287712.0,224.42,1127,236302.0,209.67
500270,202205,47439,9926455.0,209.25,43037,9432649.0,219.18
500280,202205,617,133191.0,215.87,570,117960.0,206.95
500290,202205,1111,230800.0,207.74,1007,222538.0,220.99
500295,202205,1289,266165.0,206.49,1198,255521.0,213.29
500310,202205,398,72365.0,181.82,383,88348.0,230.67
500315,202205,2599,723893.0,278.53,1974,393258.0,199.22
500320,202205,8284,1651063.0,199.31,7377,1600061.0,216.9
500325,202205,2346,505607.0,215.52,2138,447438.0,209.28
500330,202205,2747,466023.0,169.65,2638,616379.0,233.65
500345,202205,797,148121.0,185.85,758,171584.0,226.36
500348,202205,1277,301398.0,236.02,1092,223198.0,204.39
500350,202205,405,98571.0,243.39,339,71178.0,209.96
500370,202205,12392,3009555.0,242.86,10532,2141239.0,203.31
500375,202205,949,202868.0,213.77,838,188183.0,224.56
500380,202205,1017,172979.0,170.09,993,232212.0,233.85
500390,202205,231,48955.0,211.93,210,46163.0,219.82
500400,202205,585,110999.0,189.74,559,125191.0,223.96
500410,202205,1063,243798.0,229.35,960,190886.0,198.84
500430,202205,1082,218311.0,201.77,1022,220480.0,215.73
500440,202205,424,90640.0,213.77,390,82098.0,210.51
500450,202205,479,90107.0,188.11,453,103843.0,229.23
500460,202205,1041,202200.0,194.24,961,210284.0,218.82
500470,202205,838,145847.0,174.04,817,190953.0,233.72
500480,202205,1409,424178.0,301.05,1011,195121.0,193.0
500490,202205,301,60122.0,199.74,285,62027.0,217.64
500500,202205,1224,233552.0,190.81,1186,259345.0,218.67
500510,202205,316,67141.0,212.47,296,61046.0,206.24
500515,202205,826,192692.0,233.28,721,147788.0,204.98
500520,202205,1755,372274.0,212.12,1496,314073.0,209.94
500525,202205,576,143878.0,249.79,496,95142.0,191.82
500540,202205,1408,240770.0,171.0,1370,325112.0,237.31
500560,202205,3627,952775.0,262.69,2875,544186.0,189.28
500568,202205,1478,230341.0,155.85,1440,363975.0,252.76
500570,202205,3189,645441.0,202.4,2909,648856.0,223.05
500580,202205,1508,287573.0,190.7,1434,320873.0,223.76
500600,202205,1307,259044.0,198.2,1220,271047.0,222.17
500620,202205,3073,668277.0,217.47,2778,583515.0,210.05
500625,202205,197,42031.0,213.36,172,38118.0,221.62
500627,202205,247,49315.0,199.66,229,51167.0,223.44
500630,202205,2198,391924.0,178.31,2087,491500.0,235.51
500635,202205,1789,659107.0,368.42,1068,178403.0,167.04
500640,202205,848,204760.0,241.46,715,142072.0,198.7
500660,202205,7327,1426742.0,194.72,6869,1551270.0,225.84
500690,202205,1204,258023.0,214.3,1065,234083.0,219.8
500710,202205,1267,242646.0,191.51,1203,268763.0,223.41
500720,202205,1893,396574.0,209.49,1743,376207.0,215.84
500730,202205,287,55495.0,193.36,271,61299.0,226.2
500740,202205,1919,406377.0,211.76,1779,372397.0,209.33
500750,202205,384,82382.0,214.54,341,74673.0,218.98
500755,202205,297,56517.0,190.29,279,64027.0,229.49
500769,202205,1100,202913.0,184.47,1060,239999.0,226.41
500770,202205,497,106360.0,214.0,447,97702.0,218.57
500780,202205,354,61464.0,173.63,345,81068.0,234.98
500790,202205,3213,654978.0,203.85,3033,646066.0,213.01
500793,202205,867,160303.0,184.89,832,189239.0,227.45
500795,202205,1750,465608.0,266.06,1371,275709.0,201.1
500797,202205,287,50071.0,174.46,280,65291.0,233.18
500800,202205,948,163733.0,172.71,928,216914.0,233.74
500830,202205,6002,1138058.0,189.61,5701,1279952.0,224.51
500840,202205,516,97237.0,188.44,484,112311.0,232.05
510010,202205,949,172877.0,182.17,880,199543.0,226.75
510020,202205,1012,196612.0,194.28,944,215716.0,228.51
510025,202205,2979,632402.0,212.29,2737,588173.0,214.9
510030,202205,1313,238969.0,182.0,1238,291588.0,235.53
510035,202205,551,127831.0,232.0,494,105649.0,213.86
510040,202205,1145,242602.0,211.88,1066,221822.0,208.09
510050,202205,1130,197462.0,174.75,1078,257478.0,238.85
510060,202205,368,69783.0,189.63,351,79090.0,225.33
510080,202205,676,144304.0,213.47,614,132138.0,215.21
510100,202205,302,57212.0,189.44,276,61479.0,222.75
510120,202205,115,25547.0,222.15,98,21616.0,220.57
510125,202205,1096,245583.0,224.07,985,205434.0,208.56
510130,202205,688,137199.0,199.42,648,144325.0,222.72
510140,202205,1410,273872.0,194.24,1358,291352.0,214.54
510160,202205,1279,246824.0,192.98,934,197476.0,211.43
510170,202205,2450,503269.0,205.42,2257,490037.0,217.12
510180,202205,5538,1128207.0,203.72,5057,1162307.0,229.84
510185,202205,605,155498.0,257.02,517,111974.0,216.58
510190,202205,732,159868.0,218.4,670,140083.0,209.08
510250,202205,8992,1939020.0,215.64,8181,1715940.0,209.75
510260,202205,1201,551237.0,458.98,523,88855.0,169.89
510263,202205,911,191344.0,210.04,840,180394.0,214.75
510267,202205,1224,251099.0,205.15,1152,243706.0,211.55
510268,202205,435,92097.0,211.72,409,83985.0,205.34
510269,202205,434,90304.0,208.07,398,86071.0,216.26
510270,202205,1268,330249.0,260.45,1037,211724.0,204.17
510279,202205,617,128968.0,209.02,563,123393.0,219.17
510285,202205,432,80256.0,185.78,418,93812.0,224.43
510300,202205,2041,437474.0,214.34,1881,393042.0,208.95
510305,202205,444,97601.0,219.82,403,83087.0,206.17
510310,202205,387,72030.0,186.12,370,83751.0,226.35
510320,202205,1401,233398.0,166.59,1352,331143.0,244.93
510325,202205,1699,323396.0,190.34,1627,361037.0,221.9
510330,202205,1052,330325.0,314.0,763,155155.0,203.35
510335,202205,2583,621374.0,240.56,2238,446354.0,199.44
510336,202205,230,56872.0,247.27,197,39064.0,198.29
510337,202205,584,104971.0,179.74,571,130073.0,227.8
510340,202205,34071,5860527.0,172.01,32970,7846196.0,237.98
510343,202205,532,110641.0,207.97,485,107003.0,220.62
510345,202205,602,135422.0,224.95,534,111849.0,209.46
510350,202205,1182,233134.0,197.24,1127,246261.0,218.51
510360,202205,906,247152.0,272.79,714,131757.0,184.53
510370,202205,917,263106.0,286.92,711,133362.0,187.57
510380,202205,198,37275.0,188.26,190,42621.0,224.32
510385,202205,637,247858.0,389.1,349,61182.0,175.31
510390,202205,596,135857.0,227.95,529,114525.0,216.49
510395,202205,312,84535.0,270.95,252,45190.0,179.33
510410,202205,2558,615614.0,240.66,2218,458783.0,206.85
510420,202205,1355,191283.0,141.17,1332,348617.0,261.72
510450,202205,154,28686.0,186.27,144,32917.0,228.59
510452,202205,386,95816.0,248.23,331,62342.0,188.34
510454,202205,517,126468.0,244.62,451,85882.0,190.43
510455,202205,401,78723.0,196.32,380,83444.0,219.59
510460,202205,981,177838.0,181.28,948,217024.0,228.93
510480,202205,1937,357244.0,184.43,1844,424727.0,230.33
510490,202205,1073,213406.0,198.89,1006,222956.0,221.63
510500,202205,456,81233.0,178.14,448,102563.0,228.94
